qkey,attribute,group,input_prompt,output_token,output_dist,ordinal,question
Q1,commuter_profile,"Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' A', ' D', ' C', ' D', ' C', ' C', ' E', ' D', ' B', ' B', ' A', ' D', ' A', ' D', ' E', ' E', ' C', ' D', ' A', ' D', ' B', ' D', ' A', ' C', ' E', ' B', ' A', ' C', ' A', ' A', ' D', ' E', ' E', ' D', ' C', ' D', ' D', ' D', ' C', ' D', ' B', ' B', ' B', ' C', ' C', ' B', ' E', ' C', ' C', ' E', ' E', ' A', ' C', ' D', ' C', ' E', ' D', ' E', ' D', ' B', ' A', ' C', ' B', ' C', ' D', ' C', ' D', ' A', ' E', ' E', ' B', ' D', ' D', ' D', ' B', ' C', ' C', ' B', ' E', ' D', ' D', ' A', ' A', ' C', ' D', ' C', ' D', ' B', ' D', ' E', ' E', ' D', ' A', ' B', ' C', ' A', ' B', ' E', ' C']","[0.14706488964230288, 0.1918087756391314, 0.27049372913352754, 0.2173478174001237, 0.1732847881849144, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' B', ' D', ' A', ' E', ' D', ' D', ' C', ' D', ' B', ' C', ' B', ' C', ' E', ' B', ' D', ' D', ' A', ' E', ' C', ' C', ' B', ' C', ' E', ' B', ' D', ' D', ' E', ' D', ' C', ' B', ' C', ' B', ' E', ' D', ' B', ' B', ' A', ' E', ' A', ' C', ' B', ' B', ' E', ' C', ' C', ' D', ' C', ' D', ' D', ' C', ' C', ' E', ' D', ' B', ' E', ' D', ' E', ' D', ' C', ' B', ' C', ' B', ' D', ' D', ' E', ' B', ' C', ' C', ' C', ' C', ' A', ' E', ' E', ' A', ' E', ' C', ' A', ' C', ' B', ' B', ' A', ' D', ' C', ' B', ' C', ' C', ' E', ' B', ' D', ' D', ' E', ' B', ' E', ' B', ' A', ' C', ' E', ' C', ' B']","[0.1626826476394758, 0.21551949210243598, 0.2855169383462933, 0.20246182617195407, 0.13381909573984085, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with high earnings, living in Queens and working in Manhattan.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' C', ' C', ' C', ' D', ' E', ' D', ' D', ' C', ' C', ' D', ' E', ' C', ' C', ' A', ' E', ' D', ' C', ' B', ' C', ' C', ' B', ' C', ' D', ' D', ' D', ' D', ' E', ' D', ' A', ' C', ' A', ' E', ' D', ' B', ' B', ' B', ' C', ' C', ' A', ' D', ' B', ' B', ' E', ' E', ' E', ' E', ' C', ' A', ' C', ' C', ' E', ' B', ' A', ' E', ' D', ' D', ' C', ' B', ' B', ' B', ' C', ' C', ' E', ' E', ' C', ' B', ' E', ' A', ' A', ' D', ' C', ' E', ' D', ' D', ' E', ' E', ' E', ' C', ' D', ' D', ' A', ' C', ' C', ' D', ' B', ' D', ' B', ' C', ' C', ' B', ' D', ' D', ' E', ' C', ' E', ' C', ' D', ' B', ' C']","[0.1334959201271662, 0.19884157786163917, 0.30557520438842617, 0.20355696999276246, 0.15853032763000588, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' E', ' C', ' C', ' C', ' A', ' C', ' B', ' A', ' B', ' A', ' C', ' A', ' C', ' C', ' E', ' D', ' D', ' D', ' D', ' E', ' E', ' B', ' B', ' B', ' B', ' D', ' E', ' A', ' B', ' E', ' A', ' A', ' E', ' B', ' A', ' C', ' B', ' C', ' B', ' D', ' E', ' E', ' C', ' E', ' D', ' C', ' D', ' D', ' E', ' B', ' E', ' E', ' C', ' C', ' B', ' E', ' C', ' A', ' E', ' C', ' C', ' A', ' C', ' E', ' E', ' A', ' B', ' E', ' D', ' C', ' A', ' D', ' A', ' A', ' D', ' A', ' E', ' B', ' A', ' C', ' B', ' E', ' C', ' C', ' C', ' B', ' A', ' A', ' D', ' C', ' A', ' E', ' C', ' C', ' B', ' E', ' C', ' A', ' E', ' C']","[0.1357049509993052, 0.19899815454997835, 0.28728738351995137, 0.21685589423266338, 0.16115361669810171, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' A', ' B', ' C', ' A', ' C', ' E', ' C', ' D', ' E', ' A', ' A', ' C', ' E', ' C', ' D', ' D', ' A', ' C', ' C', ' B', ' A', ' D', ' B', ' D', ' B', ' A', ' C', ' D', ' B', ' C', ' D', ' B', ' D', ' A', ' C', ' B', ' B', ' E', ' B', ' D', ' C', ' E', ' E', ' A', ' E', ' C', ' D', ' A', ' D', ' D', ' E', ' C', ' A', ' C', ' D', ' A', ' D', ' A', ' C', ' C', ' E', ' B', ' B', ' D', ' C', ' E', ' B', ' C', ' B', ' E', ' C', ' C', ' C', ' E', ' D', ' C', ' B', ' C', ' E', ' C', ' A', ' D', ' E', ' B', ' A', ' B', ' B', ' C', ' C', ' D', ' B', ' C', ' C', ' A', ' C', ' B', ' A', ' C', ' C']","[0.15186487923012545, 0.21084350441622934, 0.30201937563854003, 0.20435653175366933, 0.13091570896143573, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in NY_outside_NYC and working in Queens.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' D', ' C', ' E', ' C', ' E', ' A', ' C', ' B', ' A', ' A', ' B', ' B', ' C', ' C', ' B', ' D', ' C', ' D', ' C', ' B', ' B', ' E', ' C', ' C', ' C', ' C', ' B', ' D', ' D', ' E', ' C', ' A', ' C', ' C', ' C', ' B', ' C', ' C', ' E', ' A', ' B', ' E', ' C', ' A', ' B', ' C', ' C', ' D', ' D', ' B', ' D', ' D', ' C', ' C', ' C', ' E', ' C', ' C', ' E', ' C', ' B', ' E', ' C', ' B', ' B', ' A', ' C', ' B', ' E', ' B', ' D', ' C', ' E', ' C', ' B', ' D', ' D', ' D', ' B', ' C', ' C', ' D', ' C', ' A', ' D', ' C', ' C', ' D', ' E', ' C', ' D', ' D', ' C', ' D', ' C', ' E', ' A', ' B', ' B', ' E']","[0.12932337772729888, 0.19413738366525138, 0.3126638249519566, 0.20665816918047064, 0.15721724447502242, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' E', ' C', ' B', ' D', ' D', ' D', ' A', ' C', ' B', ' B', ' C', ' B', ' C', ' A', ' C', ' E', ' C', ' B', ' D', ' C', ' E', ' E', ' D', ' C', ' A', ' A', ' C', ' D', ' C', ' E', ' C', ' A', ' C', ' E', ' B', ' D', ' D', ' B', ' D', ' B', ' C', ' D', ' A', ' E', ' C', ' D', ' D', ' E', ' C', ' D', ' C', ' B', ' C', ' E', ' E', ' B', ' C', ' B', ' B', ' B', ' C', ' C', ' B', ' E', ' A', ' C', ' D', ' D', ' D', ' D', ' C', ' D', ' A', ' B', ' B', ' B', ' A', ' C', ' D', ' D', ' A', ' D', ' B', ' E', ' B', ' C', ' C', ' B', ' D', ' D', ' D', ' A', ' C', ' D', ' E', ' C', ' A', ' B', ' C']","[0.13532270423255138, 0.1999939923197495, 0.2864781671083833, 0.21624506563863238, 0.1619600707006834, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' B', ' D', ' C', ' D', ' D', ' C', ' C', ' A', ' E', ' D', ' C', ' A', ' C', ' D', ' D', ' B', ' B', ' B', ' C', ' B', ' D', ' B', ' C', ' A', ' D', ' A', ' A', ' C', ' E', ' C', ' D', ' C', ' E', ' B', ' A', ' C', ' C', ' B', ' A', ' C', ' B', ' A', ' E', ' E', ' B', ' A', ' D', ' C', ' D', ' A', ' E', ' D', ' E', ' A', ' C', ' D', ' A', ' D', ' C', ' C', ' C', ' C', ' D', ' C', ' C', ' D', ' C', ' B', ' E', ' E', ' B', ' B', ' B', ' C', ' C', ' E', ' D', ' C', ' B', ' C', ' E', ' C', ' A', ' B', ' A', ' C', ' E', ' D', ' A', ' E', ' B', ' E', ' C', ' D', ' C', ' B', ' C', ' E', ' C', ' C']","[0.1556859118625256, 0.20949829316969518, 0.29543994730040335, 0.20305270830613703, 0.1363231393612388, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.","Question: What is the commuter profile of this respondent?
A. Workers age 30 to 54, with high earnings, living in Queens and working in NY_outside_NYC.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' D', ' C', ' A', ' C', ' D', ' D', ' A', ' C', ' B', ' A', ' E', ' D', ' C', ' D', ' D', ' A', ' C', ' B', ' A', ' D', ' E', ' C', ' D', ' C', ' C', ' C', ' D', ' B', ' C', ' A', ' C', ' D', ' C', ' A', ' E', ' D', ' D', ' B', ' E', ' C', ' B', ' B', ' A', ' D', ' E', ' E', ' D', ' C', ' C', ' D', ' A', ' A', ' C', ' C', ' E', ' D', ' A', ' C', ' A', ' E', ' D', ' D', ' C', ' A', ' D', ' D', ' C', ' B', ' E', ' C', ' D', ' E', ' D', ' A', ' E', ' E', ' E', ' D', ' A', ' A', ' D', ' A', ' E', ' B', ' C', ' B', ' D', ' D', ' B', ' C', ' C', ' D', ' E', ' C', ' A', ' E', ' D', ' B', ' D']","[0.13075921821788855, 0.19324959719297652, 0.3088119770191692, 0.2057131254000318, 0.1614660821699339, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
Q1,commuter_profile,"Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Traffic congestion is a major problem in NYC.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' B', ' B', ' B', ' D', ' B', ' C', ' D', ' C', ' E', ' C', ' C', ' C', ' B', ' E', ' C', ' C', ' D', ' B', ' D', ' E', ' C', ' E', ' C', ' D', ' C', ' C', ' B', ' A', ' B', ' E', ' C', ' C', ' E', ' C', ' E', ' C', ' B', ' E', ' B', ' D', ' C', ' E', ' E', ' D', ' A', ' A', ' C', ' D', ' A', ' C', ' A', ' B', ' A', ' B', ' C', ' B', ' D', ' A', ' B', ' B', ' C', ' D', ' C', ' D', ' E', ' A', ' E', ' C', ' D', ' C', ' C', ' A', ' B', ' B', ' B', ' B', ' B', ' C', ' D', ' D', ' E', ' A', ' D', ' B', ' A', ' B', ' C', ' A', ' B', ' C', ' D', ' C', ' C', ' C', ' A', ' E', ' E', ' D', ' C']","[0.14111104040564557, 0.19438866856522866, 0.28728782881305337, 0.21855705485204927, 0.15865540736402306, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Traffic congestion is a major problem in NYC.
Q2,commuter_profile,"Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: Public transit should be prioritized over road capacity expansion.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' A', ' C', ' D', ' D', ' D', ' C', ' D', ' C', ' A', ' C', ' A', ' E', ' E', ' B', ' B', ' D', ' B', ' B', ' B', ' B', ' C', ' E', ' B', ' E', ' C', ' E', ' D', ' B', ' C', ' A', ' A', ' C', ' D', ' C', ' B', ' D', ' E', ' B', ' C', ' C', ' E', ' A', ' C', ' E', ' C', ' D', ' D', ' C', ' B', ' C', ' C', ' B', ' D', ' C', ' C', ' D', ' D', ' E', ' C', ' B', ' D', ' E', ' D', ' D', ' C', ' C', ' C', ' A', ' D', ' D', ' B', ' D', ' D', ' A', ' A', ' C', ' B', ' B', ' C', ' C', ' D', ' C', ' B', ' A', ' A', ' B', ' C', ' D', ' B', ' C', ' E', ' C', ' D', ' C', ' D', ' C', ' C', ' D', ' B', ' D']","[0.15242982535360722, 0.20834686865980578, 0.29844311003605156, 0.20834686865980578, 0.1324333272907296, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",Public transit should be prioritized over road capacity expansion.
Q4,commuter_profile,"Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.","Question: What is the commuter profile of this respondent?
A. Workers age 55 or older, with mid earnings, living in Brooklyn and working in Brooklyn.
B. N/A
C. N/A
D. N/A
E. N/A
Answer: A.

Answer the following question keeping in mind your previous answers.
Question: I am satisfied with my current commuting options.
A. Strongly disagree
B. Disagree
C. Neutral
D. Agree
E. Strongly agree
Answer:","[' C', ' B', ' E', ' E', ' C', ' D', ' B', ' B', ' B', ' D', ' B', ' E', ' A', ' B', ' A', ' D', ' C', ' C', ' B', ' C', ' C', ' B', ' C', ' B', ' A', ' D', ' D', ' D', ' E', ' C', ' C', ' C', ' C', ' D', ' A', ' C', ' C', ' C', ' A', ' D', ' A', ' C', ' B', ' A', ' B', ' A', ' B', ' D', ' D', ' C', ' D', ' C', ' C', ' E', ' B', ' E', ' D', ' D', ' A', ' A', ' A', ' C', ' E', ' E', ' D', ' A', ' D', ' D', ' D', ' D', ' B', ' B', ' D', ' D', ' E', ' C', ' E', ' B', ' E', ' E', ' C', ' A', ' C', ' D', ' C', ' A', ' B', ' D', ' A', ' E', ' B', ' B', ' A', ' E', ' E', ' B', ' A', ' D', ' E', ' A']","[0.1319916315238297, 0.19969696110996907, 0.31663146387292385, 0.20443263807025963, 0.14724730542301778, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]",I am satisfied with my current commuting options.
